Date,Product(ID#),Game,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD)
19-05-24,39499,Game 70,Korea Republic of,Asia,4,0,4,10500,10500,KRW,30.92,0,-2.7976,28.1224
19-05-24,39499,Game 70,Mexico,Latin America,0,1,-1,109.99,109.99,MXN,0,6.59,0.9089,-5.6811
19-05-24,39499,Game 70,Netherlands,Western Europe,8,0,8,9.99,9.99,EUR,86.76,0,-15.0244,71.7356
19-05-24,39499,Game 70,Norway,Western Europe,0,1,-1,70,70,NOK,0,6.52,1.304,-5.216
19-05-24,39499,Game 70,Philippines,South East Asia,1,0,1,319.95,319.95,PHP,5.52,0,0,5.52
19-05-24,39499,Game 70,Poland,Eastern Europe,1,0,1,37.99,37.99,PLN,9.66,0,-1.8054,7.8546
19-05-24,39499,Game 70,Portugal,Western Europe,1,0,1,9.99,9.99,EUR,10.83,0,-2.0272,8.8028
19-05-24,39499,Game 70,Russian Federation,Central Asia,1,1,0,249,249,RUB,2.73,2.73,0,0
19-05-24,39499,Game 70,United States,North America,40,3,37,9.99,9.99,USD,421.08,31.12,-20.33,369.63
19-05-24,39499,Game 70,Canada,North America,1,1,0,10.99,10.99,CAD,8.46,8.46,0,0
19-05-24,39499,Game 70,Brazil,Latin America,1,0,1,19.99,19.99,BRL,3.8956,0,0,3.8956
19-05-24,39499,Game 70,France,Western Europe,1,0,1,9.99,9.99,EUR,10.83,0,-1.8104,9.0196
19-05-24,39499,Game 70,United States,North America,1,0,1,9.99,9.99,USD,9.99,0,0,9.99
19-05-24,39809,Game 46,United States,North America,0,1,-1,6.99,6.99,USD,0,7.5,0.51,-6.99
19-05-24,39815,Game 75,Brazil,Latin America,1,0,1,13.99,13.99,BRL,2.73,0,0,2.73
19-05-24,43575,Game 16,Austria,Western Europe,1,0,1,4.99,4.99,EUR,5.4103,0,-0.8999,4.5104
19-05-24,43575,Game 16,Chile,Latin America,1,0,1,3000,3000,CLP,3.3175,0,-0.5297,2.7878
19-05-24,43575,Game 16,Ukraine,Central Asia,1,0,1,99,99,UAH,2.48,0,-0.4259,2.0541
19-05-24,52502,Game 63,Austria,Western Europe,1,0,1,6.99,6.99,EUR,7.59,0,-1.2704,6.3196
19-05-24,52502,Game 63,Australia,Oceania,1,0,1,9.95,9.95,AUD,6.6143,0,-0.5983,6.016
19-05-24,52502,Game 63,United States,North America,1,0,1,6.99,6.99,USD,7.7,0,-0.71,6.99
19-05-24,52502,Game 63,United States,North America,1,0,1,6.99,6.99,USD,7.51,0,-0.52,6.99
19-05-24,52505,Game 77,Luxembourg,Western Europe,1,0,1,6.99,6.99,EUR,7.58,0,-1.1061,6.4739
19-05-24,52508,Game 76,Bulgaria,Eastern Europe,1,0,1,6.99,6.99,EUR,7.58,0,-1.2688,6.3112
19-05-24,52508,Game 76,Canada,North America,1,0,1,7.79,7.79,CAD,6.5652,0,-0.8573,5.7079
19-05-24,52508,Game 76,Switzerland,Western Europe,1,0,1,7,7,CHF,7.65,0,-0.5683,7.0817
19-05-24,52508,Game 76,Germany,Western Europe,2,0,2,6.99,6.99,EUR,15.16,0,-2.429,12.731
19-05-24,52508,Game 76,Denmark,Western Europe,1,0,1,6.99,6.99,EUR,7.59,0,-1.5202,6.0698
19-05-24,52508,Game 76,United Kingdom,Western Europe,1,0,1,4.99,4.99,GBP,6.34,0,-1.0545,5.2855
19-05-24,52508,Game 76,Netherlands,Western Europe,1,0,1,6.99,6.99,EUR,7.58,0,-1.3121,6.2679
19-05-24,52508,Game 76,Russian Federation,Central Asia,1,0,1,169,169,RUB,1.85,0,-0.3084,1.5416
19-05-24,52508,Game 76,Turkey,Middle East,1,0,1,5.82,5.82,USD,6.99,0,-1.17,5.82
19-05-24,52508,Game 76,United States,North America,9,0,9,6.99,6.99,USD,65.99,0,-3.08,62.91
19-05-24,52622,Game 74,United States,North America,1,0,1,14.99,14.99,USD,14.99,0,0,14.99
19-05-24,52670,Game 2,Kazakhstan,Central Asia,1,0,1,1400,1400,KZT,3.15,0,-0.3375,2.8125
19-05-24,52682,Game 83,Netherlands,Western Europe,1,0,1,6.99,6.99,EUR,7.59,0,-1.3139,6.2761
19-05-24,52828,Game 34,Brazil,Latin America,1,0,1,13.99,13.99,BRL,2.73,0,0,2.73
19-05-24,52831,Game 33,United States,North America,2,0,2,6.99,6.99,USD,14.98,0,-1,13.98
19-05-24,53034,Game 45,United Kingdom,Western Europe,1,0,1,4.99,4.99,GBP,6.35,0,-1.0562,5.2938
19-05-24,53226,Game 29,Germany,Western Europe,1,0,1,6.99,6.99,EUR,7.58,0,-1.2145,6.3655
19-05-24,53226,Game 29,United States,North America,1,0,1,6.99,6.99,USD,6.99,0,0,6.99
19-05-24,53229,Game 40,United States,North America,1,0,1,6.99,6.99,USD,7.56,0,-0.57,6.99
19-05-24,53238,Game 79,Germany,Western Europe,1,0,1,6.99,6.99,EUR,7.58,0,-1.2145,6.3655
19-05-24,62999,Game 28,Brazil,Latin America,1,0,1,11.99,11.99,BRL,2.34,0,0,2.34
19-05-24,62999,Game 28,France,Western Europe,1,0,1,5.99,5.99,EUR,6.49,0,-1.0835,5.4065
19-05-24,62999,Game 28,United Kingdom,Western Europe,1,0,1,4.79,4.79,GBP,6.09,0,-1.0171,5.0729
19-05-24,62999,Game 28,United States,North America,4,0,4,5.99,5.99,USD,25.59,0,-1.63,23.96
19-05-24,64102,Game 55,Norway,Western Europe,1,0,1,40,40,NOK,3.77,0,-0.754,3.016
19-05-24,87820,Game 20,Mexico,Latin America,1,0,1,55.99,55.99,MXN,3.35,0,-0.4619,2.8881
19-05-24,87820,Game 20,United States,North America,1,0,1,4.99,4.99,USD,5.31,0,-0.32,4.99
19-05-24,99790,Game 74,Costa Rica,Latin America,1,0,1,2400,2400,CRC,4.66,0,0,4.66
19-05-24,99790,Game 74,United Kingdom,Western Europe,1,0,1,3,3,GBP,3.81,0,-0.635,3.175
19-05-24,99790,Game 74,Mexico,Latin America,1,0,1,55.99,55.99,MXN,3.34,0,-0.4605,2.8795
19-05-24,99790,Game 74,United States,North America,1,0,1,4.99,4.99,USD,4.99,0,0,4.99
19-05-24,119911,Game 41,Australia,Oceania,2,0,2,14.5,14.5,AUD,19.32,0,-1.7588,17.5612
19-05-24,119911,Game 41,United Kingdom,Western Europe,1,1,0,7.19,7.19,GBP,9.1,9.1,0,0
19-05-24,139866,Game 73,United States,North America,1,0,1,14.99,14.99,USD,14.99,0,0,14.99
19-05-24,139867,Game 74,Brazil,Latin America,1,0,1,36.99,36.99,BRL,7.11,0,0,7.11
19-05-24,139867,Game 74,Italy,Western Europe,1,0,1,19.99,19.99,EUR,21.69,0,-3.9062,17.7838
19-05-24,139867,Game 74,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.67,0,-3.7616,17.9084
19-05-24,139867,Game 74,United States,North America,1,0,1,19.99,19.99,USD,20.76,0,-0.77,19.99
19-05-24,195523,Game 71,Australia,Oceania,1,0,1,28.95,28.95,AUD,19.13,0,-1.7379,17.3921
19-05-24,195523,Game 71,Brazil,Latin America,2,0,2,36.99,36.99,BRL,14.4166,0,0,14.4166
19-05-24,195523,Game 71,Canada,North America,0,1,-1,21.99,5.49,CAD,0,4.52,0.5176,-4.0024
19-05-24,195523,Game 71,Canada,North America,1,0,1,21.99,21.99,CAD,16.96,0,-0.808,16.152
19-05-24,195523,Game 71,Chile,Latin America,1,0,1,9500,9500,CLP,10.71,0,-1.7102,8.9998
19-05-24,195523,Game 71,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.71,0,-4.3442,17.3658
19-05-24,195523,Game 71,France,Western Europe,1,0,1,19.99,19.99,EUR,21.67,0,-3.6099,18.0601
19-05-24,195523,Game 71,United Kingdom,Western Europe,0,1,-1,14.99,3.74,GBP,0,4.73,0.7841,-3.9459
19-05-24,195523,Game 71,United Kingdom,Western Europe,3,0,3,14.99,14.99,GBP,56.98,0,-9.5031,47.4769
19-05-24,195523,Game 71,Korea Republic of,Asia,1,0,1,21000,21000,KRW,15.45,0,-1.4052,14.0448
19-05-24,195523,Game 71,Netherlands,Western Europe,2,0,2,19.99,19.99,EUR,43.42,0,-7.5372,35.8828
19-05-24,195523,Game 71,Romania,Eastern Europe,1,1,0,19.99,19.99,EUR,21.67,21.67,0,0
19-05-24,195523,Game 71,United States,North America,28,3,25,19.99,19.99,USD,585.37,63.67,-21.95,499.75
19-05-24,195523,Game 71,Canada,North America,1,0,1,21.99,21.99,CAD,17.9584,0,-1.9249,16.0335
19-05-24,195523,Game 71,United States,North America,1,0,1,19.99,19.99,USD,19.99,0,0,19.99
19-05-24,334595,Game 17,Australia,Oceania,1,0,1,14.5,14.5,AUD,9.65,0,-0.8785,8.7715
19-05-24,334595,Game 17,Germany,Western Europe,2,0,2,8.19,8.19,EUR,17.78,0,-2.844,14.936
19-05-24,334595,Game 17,Denmark,Western Europe,1,0,1,8.19,8.19,EUR,8.89,0,-1.7802,7.1098
19-05-24,334595,Game 17,United Kingdom,Western Europe,2,0,2,7.19,7.19,GBP,18.27,0,-3.0493,15.2207
19-05-24,334595,Game 17,Kazakhstan,Central Asia,1,0,1,1850,1850,KZT,4.16,0,-0.4452,3.7148
19-05-24,334595,Game 17,Saudi Arabia,Middle East,0,1,-1,21.95,21.95,SAR,0,5.85,0.7622,-5.0878
19-05-24,334595,Game 17,United States,North America,10,0,10,9.99,9.99,USD,103.17,0,-3.27,99.9
19-05-24,385513,Game 52,United States,North America,1,0,1,9.99,9.99,USD,9.99,0,0,9.99
19-05-24,579120,Game 26,United States,North America,1,0,1,9.99,9.99,USD,9.99,0,0,9.99
19-05-24,607243,Game 6,United Kingdom,Western Europe,0,1,-1,7.99,7.99,GBP,0,10.11,1.6829,-8.4271
19-05-24,688492,Game 12,United States,North America,1,0,1,24.99,24.99,USD,27.43,0,-2.44,24.99
19-05-24,691449,Game 7,United Kingdom,Western Europe,0,1,-1,30.99,30.99,GBP,0,39.22,6.543,-32.677
19-05-24,691449,Game 7,United States,North America,2,0,2,39.99,39.99,USD,86.46,0,-6.48,79.98
19-05-24,699849,Game 51,Brazil,Latin America,1,0,1,59.99,41.99,BRL,8.24,0,0,8.24
19-05-24,699849,Game 51,Mexico,Latin America,1,0,1,227.99,159.59,MXN,9.5252,0,-1.3137,8.2115
19-05-24,699849,Game 51,United States,North America,1,0,1,19.99,13.99,USD,14.83,0,-0.84,13.99
19-05-24,729344,Game 96,United States,North America,1,0,1,9.99,9.99,USD,9.99,0,0,9.99
19-05-24,804427,Game 63,United States,North America,1,0,1,19.99,19.99,USD,22.03,0,-2.04,19.99
19-05-24,940888,Game 14,Canada,North America,1,0,1,12.99,6.49,CAD,5.3456,0,-0.6126,4.733
19-05-24,940888,Game 14,Germany,Western Europe,1,0,1,9.75,4.87,EUR,5.2798,0,-0.8456,4.4342
19-05-24,940888,Game 14,Spain,Western Europe,1,0,1,9.75,4.87,EUR,5.281,0,-0.9217,4.3593
19-05-24,940888,Game 14,United Kingdom,Western Europe,2,0,2,8.5,4.25,GBP,10.7585,0,-1.7973,8.9612
19-05-24,940888,Game 14,Japan,Asia,1,0,1,1200,600,JPY,3.8476,0,-0.3527,3.4949
19-05-24,940888,Game 14,United States,North America,4,0,4,9.99,4.99,USD,21.2,0,-1.24,19.96
19-05-24,988928,Game 97,France,Western Europe,1,0,1,6.89,6.89,EUR,7.48,0,-1.2485,6.2315
19-05-24,988928,Game 97,Netherlands,Western Europe,1,0,1,6.89,6.89,EUR,7.49,0,-1.3045,6.1855
19-05-24,988928,Game 97,Slovakia (Slovak Republic),Eastern Europe,1,1,0,6.89,6.89,EUR,7.47,7.47,0,0
19-05-24,988928,Game 97,Ukraine,Central Asia,1,1,0,163,163,UAH,4.12,4.12,0,0
19-05-24,39496,Game 72,United Kingdom,Western Europe,1,0,1,4.79,3.83,GBP,4.8651,0,-0.813,4.0521
19-05-24,39496,Game 72,India,South Asia,1,0,1,299,239,INR,2.8651,0,-0.4316,2.4335
19-05-24,39496,Game 72,Korea Republic of,Asia,1,1,0,6500,5200,KRW,3.8258,3.8258,0,0
19-05-24,39496,Game 72,United States,North America,7,0,7,5.99,4.79,USD,35.63,0,-2.1,33.53
19-05-24,39499,Game 70,United Kingdom,Western Europe,1,0,1,6.99,5.59,GBP,7.1007,0,-1.1813,5.9194
19-05-24,39499,Game 70,India,South Asia,1,0,1,369,295,INR,3.5365,0,-0.5395,2.997
19-05-24,39499,Game 70,Korea Republic of,Asia,1,1,0,10500,8400,KRW,6.18,6.18,0,0
19-05-24,39499,Game 70,United States,North America,8,0,8,9.99,7.99,USD,67.72,0,-3.8,63.92
19-05-24,99790,Game 74,United Kingdom,Western Europe,1,0,1,3,2.4,GBP,3.0486,0,-0.5081,2.5405
19-05-24,99790,Game 74,India,South Asia,1,0,1,150,120,INR,1.4386,0,-0.2158,1.2228
19-05-24,99790,Game 74,Korea Republic of,Asia,1,1,0,5500,4400,KRW,3.2371,3.2371,0,0
19-05-24,99790,Game 74,United States,North America,7,0,7,4.99,3.99,USD,29.59,0,-1.66,27.93
19-05-24,139866,Game 73,United Kingdom,Western Europe,1,0,1,10.99,8.79,GBP,11.1655,0,-1.8673,9.2982
19-05-24,139866,Game 73,India,South Asia,1,0,1,479,383,INR,4.5914,0,-0.6953,3.8961
19-05-24,139866,Game 73,Korea Republic of,Asia,1,1,0,16000,12800,KRW,9.4171,9.4171,0,0
19-05-24,139866,Game 73,United States,North America,7,0,7,14.99,11.99,USD,88.89,0,-4.96,83.93
19-05-24,195523,Game 71,United Kingdom,Western Europe,1,0,1,14.99,11.99,GBP,15.2303,0,-2.5405,12.6898
19-05-24,195523,Game 71,India,South Asia,1,0,1,565,452,INR,5.4186,0,-0.8272,4.5914
19-05-24,195523,Game 71,Korea Republic of,Asia,1,1,0,21000,16800,KRW,12.36,12.36,0,0
19-05-24,195523,Game 71,United States,North America,5,0,5,19.99,15.99,USD,85.39,0,-5.44,79.95
19-05-24,6829,Game 86,China,Asia,1,0,1,26,13,CNY,1.7957,0,0,1.7957
19-05-24,14769,Game 87,China,Asia,1,0,1,11,5.5,CNY,0.7597,0,0,0.7597
19-05-24,14769,Game 87,United States,North America,1,0,1,1.99,0.99,USD,0.99,0,0,0.99
19-05-24,317537,Game 85,China,Asia,1,0,1,22,11,CNY,1.5194,0,0,1.5194
19-05-24,317537,Game 85,United States,North America,1,0,1,4.99,2.49,USD,2.49,0,0,2.49
19-05-24,320287,Game 84,China,Asia,1,0,1,37,18.5,CNY,2.5553,0,0,2.5553
19-05-24,320287,Game 84,United States,North America,1,0,1,9.99,4.99,USD,4.99,0,0,4.99
19-05-24,940888,Game 14,United States,North America,1,0,1,9.99,3.99,USD,4.31,0,-0.32,3.99
19-05-24,691449,Game 7,United States,North America,1,0,1,39.99,29.99,USD,32.24,0,-2.25,29.99
19-05-24,39496,Game 72,Australia,Oceania,1,0,1,8.5,6.8,AUD,4.5234,0,-0.4124,4.111
19-05-24,39496,Game 72,Brazil,Latin America,4,0,4,11.99,9.59,BRL,7.4458,0,0,7.4458
19-05-24,39496,Game 72,Switzerland,Western Europe,1,0,1,6,4.8,CHF,5.2762,0,-0.3957,4.8805
19-05-24,39496,Game 72,Germany,Western Europe,7,1,6,5.99,4.79,EUR,36.3742,5.1948,-4.9469,26.2325
19-05-24,39496,Game 72,France,Western Europe,1,0,1,5.99,4.79,EUR,5.1948,0,-0.8676,4.3272
19-05-24,39496,Game 72,United Kingdom,Western Europe,3,0,3,4.79,3.83,GBP,14.5395,0,-2.4297,12.1098
19-05-24,39496,Game 72,Luxembourg,Western Europe,1,0,1,5.99,4.79,EUR,5.1986,0,-0.7597,4.4389
19-05-24,39496,Game 72,Mexico,Latin America,1,0,1,65.99,52.79,MXN,3.1761,0,-0.438,2.7381
19-05-24,39496,Game 72,New Zealand,Oceania,1,0,1,7.39,5.91,NZD,3.6069,0,-0.4699,3.137
19-05-24,39496,Game 72,Poland,Eastern Europe,1,0,1,22.99,18.39,PLN,4.6937,0,-0.878,3.8157
19-05-24,39496,Game 72,Taiwan,Asia,1,0,1,178,142,TWD,4.3965,0,-0.2167,4.1798
19-05-24,39496,Game 72,United States,North America,22,2,20,5.99,4.79,USD,111.33,9.87,-5.66,95.8
19-05-24,39496,Game 72,United States,North America,4,1,3,5.99,4.79,USD,19.81,5.14,-0.3,14.37
19-05-24,39499,Game 70,Australia,Oceania,1,0,1,14.5,11.6,AUD,7.7166,0,-0.6985,7.0181
19-05-24,39499,Game 70,Brazil,Latin America,4,0,4,19.99,15.99,BRL,12.4144,0,0,12.4144
19-05-24,39499,Game 70,Switzerland,Western Europe,1,0,1,10,8,CHF,8.7938,0,-0.6595,8.1343
19-05-24,39499,Game 70,Germany,Western Europe,7,1,6,9.99,7.99,EUR,60.6746,8.6653,-8.332,43.6773
19-05-24,39499,Game 70,France,Western Europe,1,0,1,9.99,7.99,EUR,8.6652,0,-1.4424,7.2228
19-05-24,39499,Game 70,United Kingdom,Western Europe,3,0,3,6.99,5.59,GBP,21.2208,0,-3.5304,17.6904
19-05-24,39499,Game 70,Luxembourg,Western Europe,1,0,1,9.99,7.99,EUR,8.6714,0,-1.2589,7.4125
19-05-24,39499,Game 70,Mexico,Latin America,1,0,1,109.99,87.99,MXN,5.2939,0,-0.7304,4.5635
19-05-24,39499,Game 70,New Zealand,Oceania,1,0,1,11.99,9.59,NZD,5.853,0,-0.7629,5.0901
19-05-24,39499,Game 70,Poland,Eastern Europe,1,0,1,37.99,30.39,PLN,7.7564,0,-1.4497,6.3067
19-05-24,39499,Game 70,Taiwan,Asia,1,0,1,278,222,TWD,6.8735,0,-0.3406,6.5329
19-05-24,39499,Game 70,United States,North America,22,2,20,9.99,7.99,USD,185.66,16.46,-9.4,159.8
19-05-24,39499,Game 70,United States,North America,4,1,3,9.99,7.99,USD,33.04,8.57,-0.5,23.97
20-05-24,7829,Game 95,United States,North America,2,2,0,9.99,9.99,USD,21.32,20.97,-0.35,0
20-05-24,14770,Game 84,Russian Federation,Central Asia,1,0,1,175,175,RUB,1.917,0,-0.3195,1.5975
20-05-24,39496,Game 72,Austria,Western Europe,1,0,1,5.99,5.99,EUR,6.5015,0,-1.0854,5.4161
20-05-24,39496,Game 72,Australia,Oceania,2,0,2,8.5,8.5,AUD,11.3221,0,-1.0256,10.2965
20-05-24,39496,Game 72,Belgium,Western Europe,1,0,1,5.99,5.99,EUR,6.4957,0,-1.1278,5.3679
20-05-24,39496,Game 72,Brazil,Latin America,4,1,3,11.99,11.99,BRL,9.28,2.35,0,6.93
20-05-24,39496,Game 72,Canada,North America,10,2,8,6.49,6.49,CAD,53.59,10.96,-4.6376,37.9924
20-05-24,39496,Game 72,Colombia,Latin America,1,0,1,14300,14300,COP,3.7419,0,-0.5974,3.1445
20-05-24,39496,Game 72,Czech Republic,Eastern Europe,1,0,1,5.99,5.99,EUR,6.5,0,-1.1285,5.3715
20-05-24,39496,Game 72,Germany,Western Europe,8,1,7,5.99,5.99,EUR,52.0197,6.49,-7.2967,38.233
20-05-24,39496,Game 72,Denmark,Western Europe,1,0,1,5.99,5.99,EUR,6.5,0,-1.3022,5.1978
20-05-24,39496,Game 72,France,Western Europe,4,1,3,5.99,5.99,EUR,26.011,6.49,-3.2589,16.2621
20-05-24,39496,Game 72,United Kingdom,Western Europe,4,1,3,4.79,4.79,GBP,24.3,6.06,-3.0463,15.1937
20-05-24,39496,Game 72,Italy,Western Europe,1,0,1,5.99,5.99,EUR,6.51,0,-1.1738,5.3362
20-05-24,39496,Game 72,Japan,Asia,1,0,1,598,598,JPY,3.83,0,-0.3459,3.4841
20-05-24,39496,Game 72,Mexico,Latin America,1,0,1,65.99,65.99,MXN,3.97,0,-0.5475,3.4225
20-05-24,39496,Game 72,Netherlands,Western Europe,5,0,5,5.99,5.99,EUR,32.53,0,-5.6479,26.8821
20-05-24,39496,Game 72,New Zealand,Oceania,2,0,2,7.39,7.39,NZD,9.05,0,-1.1757,7.8743
20-05-24,39496,Game 72,Slovakia (Slovak Republic),Eastern Europe,1,0,1,5.99,5.99,EUR,6.5,0,-1.0851,5.4149
20-05-24,39496,Game 72,Taiwan,Asia,1,0,1,178,178,TWD,5.51,0,-0.2476,5.2624
20-05-24,39496,Game 72,United States,North America,34,3,31,5.99,5.99,USD,213.45,18.74,-9.02,185.69
20-05-24,39496,Game 72,Thailand,South East Asia,1,0,1,149,149,THB,4.1,0,-0.2683,3.8317
20-05-24,39496,Game 72,United States,North America,1,0,1,5.99,5.99,USD,5.99,0,0,5.99
20-05-24,39499,Game 70,Australia,Oceania,1,0,1,14.5,14.5,AUD,9.67,0,-0.8803,8.7897
20-05-24,39499,Game 70,Belgium,Western Europe,1,0,1,9.99,9.99,EUR,10.85,0,-1.8789,8.9711
20-05-24,39499,Game 70,Brazil,Latin America,3,1,2,19.99,19.99,BRL,11.67,3.89,0,7.78
20-05-24,39499,Game 70,Canada,North America,0,1,-1,10.99,2.74,CAD,0,2.22,0.2191,-2.0009
20-05-24,39499,Game 70,Canada,North America,6,2,4,10.99,10.99,CAD,55.2,18.3,-4.6062,32.2938
20-05-24,39499,Game 70,Germany,Western Europe,14,2,12,9.99,9.99,EUR,151.85,21.68,-20.8476,109.3224
20-05-24,39499,Game 70,Denmark,Western Europe,1,0,1,9.99,9.99,EUR,10.83,0,-2.1682,8.6618
20-05-24,39499,Game 70,United Kingdom,Western Europe,4,1,3,6.99,6.99,GBP,35.499,8.85,-4.4606,22.1884
20-05-24,39499,Game 70,Korea Republic of,Asia,2,0,2,10500,10500,KRW,15.42,0,-1.3952,14.0248
20-05-24,39499,Game 70,Kazakhstan,Central Asia,1,0,1,1850,1850,KZT,4.157,0,-0.4449,3.7121
20-05-24,39499,Game 70,Luxembourg,Western Europe,1,0,1,9.99,9.99,EUR,10.84,0,-1.5734,9.2666
20-05-24,39499,Game 70,Netherlands,Western Europe,2,0,2,9.99,9.99,EUR,21.68,0,-3.7544,17.9256
20-05-24,39499,Game 70,Norway,Western Europe,2,0,2,70,70,NOK,13.31,0,-2.662,10.648
20-05-24,39499,Game 70,Sweden,Western Europe,2,0,2,9.99,9.99,EUR,21.68,0,-4.3404,17.3396
20-05-24,39499,Game 70,Taiwan,Asia,1,0,1,278,278,TWD,8.6,0,-0.4022,8.1978
20-05-24,39499,Game 70,United States,North America,29,1,28,9.99,9.99,USD,302.6,10.66,-12.22,279.72
20-05-24,39499,Game 70,United States,North America,1,0,1,9.99,9.99,USD,9.99,0,0,9.99
20-05-24,43575,Game 16,Austria,Western Europe,1,0,1,4.99,4.99,EUR,5.42,0,-0.9015,4.5185
20-05-24,43575,Game 16,Brazil,Latin America,1,0,1,10.49,10.49,BRL,2.0574,0,0,2.0574
20-05-24,43575,Game 16,United States,North America,2,0,2,4.99,4.99,USD,10.33,0,-0.35,9.98
20-05-24,52502,Game 63,Germany,Western Europe,3,0,3,6.99,6.99,EUR,22.7627,0,-3.6472,19.1155
20-05-24,52502,Game 63,Poland,Eastern Europe,1,1,0,25.49,25.49,PLN,6.48,6.48,0,0
20-05-24,52502,Game 63,United States,North America,1,0,1,6.99,6.99,USD,7.55,0,-0.56,6.99
20-05-24,52508,Game 76,Canada,North America,1,0,1,7.79,7.79,CAD,6.44,0,-0.7391,5.7009
20-05-24,52508,Game 76,Germany,Western Europe,4,0,4,6.99,6.99,EUR,30.3499,0,-4.8628,25.4871
20-05-24,52508,Game 76,Denmark,Western Europe,2,0,2,6.99,6.99,EUR,15.16,0,-3.0364,12.1236
20-05-24,52508,Game 76,United Kingdom,Western Europe,2,0,2,4.99,4.99,GBP,12.68,0,-2.109,10.571
20-05-24,52508,Game 76,Norway,Western Europe,2,0,2,50,50,NOK,9.44,0,-1.888,7.552
20-05-24,52508,Game 76,Poland,Eastern Europe,1,0,1,25.49,25.49,PLN,6.5,0,-1.2164,5.2836
20-05-24,52508,Game 76,Sweden,Western Europe,1,0,1,6.99,6.99,EUR,7.59,0,-1.5202,6.0698
20-05-24,52508,Game 76,United States,North America,4,0,4,6.99,6.99,USD,28.96,0,-1,27.96
20-05-24,52508,Game 76,United States,North America,2,0,2,6.99,6.99,USD,13.98,0,0,13.98
20-05-24,52508,Game 76,United States,North America,1,0,1,6.99,6.99,USD,7.41,0,-0.42,6.99
20-05-24,52622,Game 74,France,Western Europe,1,0,1,14.99,14.99,EUR,16.27,0,-2.7135,13.5565
20-05-24,52679,Game 37,Brazil,Latin America,1,0,1,13.99,13.99,BRL,2.7425,0,0,2.7425
20-05-24,52828,Game 34,Australia,Oceania,1,0,1,9.95,9.95,AUD,6.62,0,-0.5988,6.0212
20-05-24,53034,Game 45,Germany,Western Europe,1,0,1,6.99,6.99,EUR,7.59,0,-1.2161,6.3739
20-05-24,53223,Game 3,United States,North America,1,0,1,6.99,6.99,USD,7.46,0,-0.47,6.99
20-05-24,53229,Game 40,United States,North America,1,0,1,6.99,6.99,USD,6.99,0,0,6.99
20-05-24,53238,Game 79,United States,North America,1,0,1,6.99,6.99,USD,6.99,0,0,6.99
20-05-24,53558,Game 56,United States,North America,1,0,1,5.99,5.99,USD,6.48,0,-0.49,5.99
20-05-24,62999,Game 28,Australia,Oceania,1,0,1,8.5,8.5,AUD,5.65,0,-0.5118,5.1382
20-05-24,62999,Game 28,Belgium,Western Europe,1,0,1,5.99,5.99,EUR,6.51,0,-1.1303,5.3797
20-05-24,62999,Game 28,Brazil,Latin America,1,0,1,11.99,11.99,BRL,2.35,0,0,2.35
20-05-24,62999,Game 28,Netherlands,Western Europe,2,0,2,5.99,5.99,EUR,13.02,0,-2.2606,10.7594
20-05-24,62999,Game 28,New Zealand,Oceania,1,0,1,7.39,7.39,NZD,4.51,0,-0.5859,3.9241
20-05-24,73884,Game 23,United States,North America,1,0,1,5.99,5.99,USD,6.41,0,-0.42,5.99
20-05-24,119911,Game 41,Netherlands,Western Europe,1,0,1,8.19,8.19,EUR,8.88,0,-1.5396,7.3404
20-05-24,119911,Game 41,United States,North America,1,0,1,9.99,9.99,USD,10.34,0,-0.35,9.99
20-05-24,139866,Game 73,Germany,Western Europe,0,1,-1,14.99,14.99,EUR,0,16.25,2.5909,-13.6591
20-05-24,139866,Game 73,United Kingdom,Western Europe,1,0,1,10.99,10.99,GBP,13.9765,0,-2.3273,11.6492
20-05-24,139866,Game 73,Netherlands,Western Europe,1,0,1,14.99,14.99,EUR,16.27,0,-2.822,13.448
20-05-24,195523,Game 71,Australia,Oceania,0,1,-1,28.95,7.23,AUD,0,4.82,0.44,-4.38
20-05-24,195523,Game 71,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.69,0,-3.7651,17.9249
20-05-24,195523,Game 71,Germany,Western Europe,4,0,4,19.99,19.99,EUR,86.8435,0,-13.8585,72.985
20-05-24,195523,Game 71,France,Western Europe,1,0,1,19.99,19.99,EUR,21.71,0,-3.6165,18.0935
20-05-24,195523,Game 71,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,38.0868,0,-6.3521,31.7347
20-05-24,195523,Game 71,Italy,Western Europe,1,0,1,19.99,19.99,EUR,21.71,0,-3.9098,17.8002
20-05-24,195523,Game 71,Korea Republic of,Asia,0,1,-1,21000,21000,KRW,0,15.45,1.4052,-14.0448
20-05-24,195523,Game 71,Netherlands,Western Europe,5,0,5,19.99,19.99,EUR,108.5219,0,-18.8381,89.6838
20-05-24,195523,Game 71,Thailand,South East Asia,2,0,2,369,369,THB,20.32,0,-1.3294,18.9906
20-05-24,195523,Game 71,United States,North America,22,2,20,19.99,19.99,USD,462.19,42.63,-19.76,399.8
